dataset,instance_index,source_file,dimension,status,tour_cost,scaled_tour_cost,runtime_seconds,seed,error
matnet,41,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0041.pt,250,ok,1.4596419945410162,1459642,0.676720272997045,1275,
matnet,42,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0042.pt,250,ok,1.4734320030675008,1473432,0.48149617099261377,1276,
matnet,43,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0043.pt,250,ok,1.438781999375351,1438782,0.5255535150063224,1277,
matnet,44,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0044.pt,250,ok,1.4874269946230925,1487427,0.6034751469996991,1278,
matnet,45,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0045.pt,250,ok,1.5980210048928711,1598021,0.7022281709942035,1279,
matnet,46,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0046.pt,250,ok,1.4784399990239763,1478440,0.7087741379946237,1280,
matnet,47,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0047.pt,250,ok,1.4818459944654023,1481846,0.5713610110105947,1281,
matnet,48,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0048.pt,250,ok,1.6454620021540904,1645462,0.793948193997494,1282,
matnet,49,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0049.pt,250,ok,1.6890919908473734,1689092,0.5838806870015105,1283,
matnet,50,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0050.pt,250,ok,1.5945089980732519,1594509,0.7838176950026536,1284,
matnet,51,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0051.pt,250,ok,1.5010059954415738,1501006,0.7245113819953986,1285,
matnet,52,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0052.pt,250,ok,1.5055440003343392,1505544,0.5435963769996306,1286,
matnet,53,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0053.pt,250,ok,1.638295997205205,1638296,0.7424466720112832,1287,
matnet,54,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0054.pt,250,ok,1.4367570006943424,1436757,0.7117280530073913,1288,
matnet,55,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0055.pt,250,ok,1.5757160006010054,1575716,0.501628094993066,1289,
matnet,56,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0056.pt,250,ok,1.6055970035649807,1605597,0.580311725003412,1290,
matnet,57,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0057.pt,250,ok,1.503251004248341,1503251,0.7637300610076636,1291,
matnet,58,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0058.pt,250,ok,1.6252370014037751,1625237,0.6807812600018224,1292,
matnet,59,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0059.pt,250,ok,1.550004003362119,1550004,0.5713011810003081,1293,
matnet,60,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0060.pt,250,ok,1.646208000041952,1646208,0.5191551209863974,1294,
matnet,61,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0061.pt,250,ok,1.5439060014978168,1543906,0.8812772450037301,1295,
matnet,62,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0062.pt,250,ok,1.625967996315012,1625968,0.7927143300039461,1296,
matnet,63,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances/instance_0063.pt,250,ok,1.6743669989191403,1674367,0.6819707550021121,1297,
