dataset,data_path,requested_instances,successful_instances,failed_instances,scale,runs,max_trials,mean_tour_cost,population_std_tour_cost,min_tour_cost,max_tour_cost,mean_runtime_seconds,total_runtime_seconds
matnet,/workspace/project/data/ATSP_data/Matnet_atsp250_128instances,64,64,0,1000000,1,500,1.5673520935829828,0.07675060308766427,1.3817780023864543,1.7724390058283461,0.6553048326090902,41.939509286981774
