dataset,instance_index,source_file,dimension,status,tour_cost,scaled_tour_cost,runtime_seconds,seed,error
udc,40,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.6108879929488467,1610888,0.6274990969977807,1274,
udc,41,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.554471997793371,1554472,0.6725796240061754,1275,
udc,42,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.6761169923902344,1676117,0.7074850529897958,1276,
udc,43,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.4003520032729284,1400352,0.5927152409858536,1277,
udc,44,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.5622909926369175,1562291,0.5468877550010802,1278,
udc,45,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.6160660005407408,1616066,0.5163811989914393,1279,
udc,46,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.5040099955076585,1504010,0.6359743570064893,1280,
udc,47,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.52368899538169,1523689,0.43464483199932147,1281,
udc,48,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.4867730029509403,1486773,0.49031922400172334,1282,
udc,49,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.6301549960044213,1630155,0.6292004569986602,1283,
udc,50,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.5670079919145792,1567008,0.6471052870037965,1284,
udc,51,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.5570829983096246,1557083,0.6565502969897352,1285,
udc,52,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.6157819949639816,1615782,0.6950161669956287,1286,
udc,53,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.6252479976938048,1625248,0.6894620219973149,1287,
udc,54,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.4147899998242792,1414790,0.7895469029899687,1288,
udc,55,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.530974994279859,1530975,0.5367506870097714,1289,
udc,56,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.63161999379372,1631620,0.6602141699986532,1290,
udc,57,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.4449009961226693,1444901,0.48951648399815895,1291,
udc,58,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.5249399941912998,1524940,0.6351731479953742,1292,
udc,59,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.699956004441674,1699956,0.7108069820096716,1293,
udc,60,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.6200029984202047,1620003,0.6731246510025812,1294,
udc,61,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.5017499976383988,1501750,0.5675138759979745,1295,
udc,62,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.5504559923258512,1550456,0.5917453589936486,1296,
udc,63,/workspace/project/data/ATSP_data/UDC_atsp250_128instances/ATSP_data250_n128.pt,250,ok,1.5906949968357367,1590695,0.6252665710053407,1297,
