instance_index,no_aug_tour_cost,augmented_tour_cost,runtime_seconds
0,2.4286320209503174,2.38417387008667,5.138120604970027
1,2.0859718322753906,2.0469000339508057,0.24778892000904307
2,2.228308916091919,2.1044700145721436,0.24564669400569983
3,2.1964828968048096,2.1357650756835938,0.2322579650208354
4,2.118450880050659,2.083688974380493,0.23214800498681143
5,2.285244941711426,2.2255539894104004,0.23222883697599173
6,2.4577090740203857,2.3485331535339355,0.23224833499989472
7,2.249080181121826,2.2168610095977783,0.2319980790198315
8,2.124052047729492,2.1103129386901855,0.23242375403060578
9,2.37237286567688,2.2495131492614746,0.23229129097308032
10,2.1431069374084473,2.0345849990844727,0.23224112199386582
11,2.129465103149414,2.0503690242767334,0.23228531901258975
12,2.293134927749634,2.2560880184173584,0.2324673410039395
13,2.342427968978882,2.2898190021514893,0.23025787202641368
14,2.1853179931640625,2.066506862640381,0.2309638940205332
15,2.23179292678833,2.2080540657043457,0.2325235020252876
16,2.3640940189361572,2.2312371730804443,0.23277106499881484
17,2.025113105773926,1.9895188808441162,0.23237218102440238
18,3.4124841690063477,2.2786178588867188,0.2330208309867885
19,2.1126022338867188,2.052510976791382,0.23299170297104865
20,2.464150905609131,2.3772289752960205,0.23321296297945082
21,1.9016600847244263,1.896394968032837,0.2332845740020275
22,2.4614219665527344,2.370560884475708,0.23337244798312895
23,2.2644598484039307,2.224090814590454,0.23313713099923916
24,2.2236328125,2.2236328125,0.2331318899814505
25,2.258449077606201,2.1771697998046875,0.23291787697235122
26,2.205193042755127,2.14165997505188,0.2333385219972115
27,2.418931007385254,2.367331027984619,0.23306090099504218
28,2.0590949058532715,2.0329928398132324,0.23298467899439856
29,2.3083789348602295,2.2475051879882812,0.23321395501261577
30,2.1599159240722656,2.089585065841675,0.23280030299792998
31,2.276818037033081,2.164517879486084,0.2329783859604504
32,2.2472100257873535,2.2472100257873535,0.23334226899896748
33,3.1541590690612793,2.1010549068450928,0.23322418497991748
34,2.306856155395508,2.2926506996154785,0.2330588559852913
35,2.261343002319336,2.188781976699829,0.23308972801896743
36,2.2939720153808594,2.2019429206848145,0.23311625100905076
37,2.024405002593994,1.9395160675048828,0.2333550139737781
38,2.2461647987365723,2.1205101013183594,0.23328344998299144
39,2.3851799964904785,2.3375260829925537,0.23340585597907193
40,2.2039690017700195,2.1019389629364014,0.2333504740090575
41,2.2623538970947266,2.135364055633545,0.23324669900466688
42,2.0265748500823975,1.9892079830169678,0.23331658798269928
43,2.084627866744995,2.0562429428100586,0.232793948991457
44,2.1760361194610596,2.156856060028076,0.23270916097681038
45,2.3184139728546143,2.2523932456970215,0.23275846900651231
46,2.2201130390167236,2.1582088470458984,0.23272870999062434
47,2.205453872680664,2.173952102661133,0.2327168360061478
48,3.0703859329223633,2.168642044067383,0.23271722803474404
49,2.0288519859313965,1.9771300554275513,0.23276177502702922
50,2.0718350410461426,1.9995149374008179,0.23261306001222692
51,2.3255810737609863,2.302196979522705,0.23268656598520465
52,2.066877841949463,2.0297861099243164,0.23274365000543185
53,2.2178268432617188,2.123883008956909,0.2326062660140451
54,2.2936930656433105,2.2537009716033936,0.2326642220141366
55,2.2520008087158203,2.1802098751068115,0.23255484399851412
56,1.9478490352630615,1.934283971786499,0.23316532699391246
57,2.322054862976074,2.208801031112671,0.23270815896103159
58,2.3675589561462402,2.302593946456909,0.23329845198895782
59,2.154352903366089,2.024301052093506,0.23436257502180524
60,2.1473710536956787,2.1253461837768555,0.23430367902619764
61,2.2873311042785645,2.236945867538452,0.23428520403103903
62,2.1477370262145996,2.1381330490112305,0.23151048997533508
63,2.4335479736328125,2.336695909500122,0.2312301739875693
