instance_index,no_aug_tour_cost,augmented_tour_cost,runtime_seconds
0,67.86509704589844,65.55429077148438,4.3976475940144155
1,75.07589721679688,70.49380493164062,0.24708159902365878
2,99.88259887695312,94.84329986572266,0.23621308099245653
3,85.0823974609375,74.6509017944336,0.2316969689563848
4,71.64530181884766,65.53179931640625,0.23126302799209952
5,74.20580291748047,68.53669738769531,0.2313634479942266
6,110.31919860839844,35.96580123901367,0.23133343600784428
7,82.92980194091797,78.44230651855469,0.23149598998134024
8,84.24879455566406,80.83990478515625,0.23143630201229826
9,73.26930236816406,73.26930236816406,0.23159447498619556
10,113.26300048828125,106.80380249023438,0.23130480098188855
11,80.85079956054688,77.9447021484375,0.23177892100648023
12,74.92130279541016,71.88099670410156,0.23165944498032331
13,68.42070007324219,63.7234001159668,0.23198667299584486
14,76.03359985351562,72.59440612792969,0.23188213701359928
15,78.37590026855469,68.19949340820312,0.2320170140301343
16,88.2063980102539,88.2063980102539,0.23197534203063697
17,87.95210266113281,79.360595703125,0.23192788803135045
18,50.52069854736328,45.71840286254883,0.23227421499905176
19,90.03120422363281,84.35279846191406,0.2327036900096573
20,81.9844970703125,68.91820526123047,0.23254681599792093
21,100.0198974609375,93.15440368652344,0.2325259350182023
22,116.7459945678711,116.36890411376953,0.23269314703065902
23,64.75189208984375,60.23570251464844,0.23238749001757242
24,108.51629638671875,102.98770141601562,0.23242939400370233
25,99.64410400390625,99.64410400390625,0.23262401999090798
26,93.17640686035156,85.87820434570312,0.2325268880231306
27,87.06320190429688,85.90119934082031,0.23269267799332738
28,236.34349060058594,115.0127944946289,0.23256384101114236
29,77.38610076904297,77.13699340820312,0.23263749698526226
30,103.72770690917969,89.76720428466797,0.23200974898645654
31,62.08250045776367,52.90849685668945,0.2326498219917994
32,89.46269989013672,89.46269989013672,0.23263803802547045
33,79.2904052734375,73.12570190429688,0.23249456100165844
34,94.93879699707031,85.72900390625,0.23254717700183392
35,90.24169921875,87.96589660644531,0.23263618399505503
36,87.47120666503906,83.76290130615234,0.23240011499729007
37,99.95249938964844,89.5813980102539,0.23270923100062646
38,74.93690490722656,69.16859436035156,0.23271430903696455
39,93.75630187988281,89.66829681396484,0.232817005016841
40,141.10440063476562,68.9114990234375,0.2326812850078568
41,98.20320129394531,83.19340515136719,0.23265335999894887
42,83.7822036743164,75.87950134277344,0.23279982001986355
43,75.24829864501953,68.03779602050781,0.23232178000034764
44,91.15150451660156,83.56480407714844,0.2326285099843517
45,157.18499755859375,83.82929992675781,0.23260863000177778
46,109.70930480957031,102.79850006103516,0.23295939600211568
47,127.2175064086914,94.89610290527344,0.2327693600091152
48,101.76239776611328,92.37269592285156,0.23303349301568232
49,76.6593017578125,73.89929962158203,0.23304923498653807
50,105.00619506835938,105.00619506835938,0.23317342100199312
51,73.99749755859375,68.99969482421875,0.23298512701876462
52,85.69770050048828,80.01290130615234,0.2327734669961501
53,75.98040008544922,67.28269958496094,0.23288398800650612
54,83.9490966796875,80.55580139160156,0.23304137898958288
55,80.47340393066406,72.95759582519531,0.23295158098335378
56,95.36030578613281,90.26319885253906,0.23280980900744908
57,88.91670227050781,83.36360168457031,0.23268432999611832
58,88.30850219726562,87.1854019165039,0.2331113580148667
59,72.8396987915039,72.8396987915039,0.23271290701813996
60,98.13200378417969,95.90679931640625,0.23267866999958642
61,84.74210357666016,81.48979949951172,0.23267346798093058
62,92.38020324707031,90.51210021972656,0.2331118010042701
63,74.58789825439453,65.16419982910156,0.2329111010185443
